"ComputerName","AppID","AppName","Publisher","Version"
"DACTSS620","KB975558_WM8","Security Update for Windows Media Player (KB975558)","Microsoft Corporation",
"DACTSS620","KB975560","Security Update for Windows Server 2003 (KB975560)","Microsoft Corporation","1"
"DACTSS620","KB975713","Security Update for Windows Server 2003 (KB975713)","Microsoft Corporation","1"
"DACTSS620","KB976323","Security Update for Windows Server 2003 (KB976323)","Microsoft Corporation","1"
"DACTSS620","KB977290","Security Update for Windows Server 2003 (KB977290)","Microsoft Corporation","1"
"DACTSS620","KB977816","Security Update for Windows Server 2003 (KB977816)","Microsoft Corporation","1"
"DACTSS620","KB977914","Security Update for Windows Server 2003 (KB977914)","Microsoft Corporation","1"
"DACTSS620","KB978037","Security Update for Windows Server 2003 (KB978037)","Microsoft Corporation","1"
"DACTSS620","KB978338","Security Update for Windows Server 2003 (KB978338)","Microsoft Corporation","1"
"DACTSS620","KB978542","Security Update for Windows Server 2003 (KB978542)","Microsoft Corporation","1"
"DACTSS620","KB978601","Security Update for Windows Server 2003 (KB978601)","Microsoft Corporation","1"
"DACTSS620","KB978695","Security Update for Windows Server 2003 (KB978695)","Microsoft Corporation","1"
"DACTSS620","KB978706","Security Update for Windows Server 2003 (KB978706)","Microsoft Corporation","1"
"DACTSS620","KB979159","Hotfix for Windows Server 2003 (KB979159)","Microsoft Corporation","1"
"DACTSS620","KB979309","Security Update for Windows Server 2003 (KB979309)","Microsoft Corporation","1"
"DACTSS620","KB979482","Security Update for Windows Server 2003 (KB979482)","Microsoft Corporation","1"
"DACTSS620","KB979559","Security Update for Windows Server 2003 (KB979559)","Microsoft Corporation","1"
"DACTSS620","KB979683","Security Update for Windows Server 2003 (KB979683)","Microsoft Corporation","1"
"DACTSS620","KB979687","Security Update for Windows Server 2003 (KB979687)","Microsoft Corporation","1"
"DACTSS620","KB979907","Security Update for Windows Server 2003 (KB979907)","Microsoft Corporation","1"
"DACTSS620","KB980195","Security Update for Windows Server 2003 (KB980195)","Microsoft Corporation","1"
"DACTSS620","KB980218","Security Update for Windows Server 2003 (KB980218)","Microsoft Corporation","1"
"DACTSS620","KB980232","Security Update for Windows Server 2003 (KB980232)","Microsoft Corporation","1"
"DACTSS620","KB980436","Security Update for Windows Server 2003 (KB980436)","Microsoft Corporation","1"
"DACTSS620","KB981322","Security Update for Windows Server 2003 (KB981322)","Microsoft Corporation","1"
"DACTSS620","KB981350","Security Update for Windows Server 2003 (KB981350)","Microsoft Corporation","1"
"DACTSS620","KB981957","Security Update for Windows Server 2003 (KB981957)","Microsoft Corporation","1"
"DACTSS620","KB982132","Security Update for Windows Server 2003 (KB982132)","Microsoft Corporation","1"
"DACTSS620","KB982214","Security Update for Windows Server 2003 (KB982214)","Microsoft Corporation","1"
"DACTSS620","KB982802","Security Update for Windows Server 2003 (KB982802)","Microsoft Corporation","1"
"DACTSS620","LiveUpdate","LiveUpdate 3.3 (Symantec Corporation)","Symantec Corporation","3.3.0.102"
"DACTSS620","Microsoft .NET Framework 3.5 SP1","Microsoft .NET Framework 3.5 SP1","Microsoft Corporation",
"DACTSS620","PSE450W2K3R01","Citrix Hotfix Rollup Pack PSE450W2K3R01","Citrix Systems, Inc.",
"DACTSS620","PSE450W2K3R02","Citrix Hotfix Rollup Pack PSE450W2K3R02","Citrix Systems, Inc.",
"DACTSS620","PSE450W2K3R03","Citrix Hotfix Rollup Pack PSE450W2K3R03","Citrix Systems, Inc.",
"DACTSS620","PSE450W2K3R04","Citrix Hotfix Rollup Pack PSE450W2K3R04","Citrix Systems, Inc.",
"DACTSS620","PSE450W2K3R05","Citrix Hotfix Rollup Pack PSE450W2K3R05","Citrix Systems, Inc.",
